type,htemp,ltemp,radth,pressure,maxdays
Bacteria,47.831156388893206,-18.565915935776204,1930.4258603117855,1.1566865431572486,51.0
Fish,71.64819818854573,-23.370085952784947,2003.7002906033033,10.39711065608296,51.166666666666664
Bacteria,23.431298845839766,-28.856922571721682,7950.740345749623,6.579992735056087,51.166666666666664
Fish,35.03764823959156,-69.82063504825287,6742.241144419135,0.8949994401541171,67.5
Fish,24.399362783069645,-41.45090859331977,586.6261008209739,0.5353606097963702,51.0
Fish,38.55468870221344,-10.26557507736085,6401.722975185765,9.482255019126733,67.5
Rat,35.793776264017964,-97.26753456815219,6077.5859706097335,8.64704911021317,67.66666666666667
Bacteria,91.69703065345712,-23.486028079766285,4458.7422165227235,9.895902685560023,51.333333333333336
Human,63.034589492790786,-4.4722197097454455,172.2798514669419,7.324407299439885,51.333333333333336
Rat,87.73721359714055,-36.11681004794476,2423.8188627646678,6.539691910645164,83.83333333333333
Fish,90.94768437846493,-46.639362767233735,464.3347123550054,2.57718850467673,34.666666666666664
Fish,87.07720345322552,11.822848508279819,452.7308732175493,4.14968520895076,67.5
Fish,63.00048130636499,-57.29120231978659,5541.434357108955,8.060527190088246,34.666666666666664
Fish,29.82298572100582,3.1375531604059717,2253.7615045578405,8.099849784535476,34.666666666666664
Fish,30.37143923130383,-16.374455019835352,3794.4611541709105,7.67928433715694,51.166666666666664
Human,36.462187400573185,-6.340608589972561,4195.195991692448,10.169492091097723,34.666666666666664
Bacteria,69.11318910393017,-98.78496284874828,7739.4659274397645,12.725925030398344,68.0
Bacteria,86.8922080601955,-13.979327606064686,1884.7053897893518,7.168005418956494,35.0
Human,22.497154983190843,-91.4106429902882,1219.3297052082012,12.563282338586054,35.0
Fish,21.859377309580953,-95.83308063053718,6402.367794371329,3.0468970097202432,51.166666666666664
Bacteria,27.926655040234543,-20.249326951718317,6857.116446909703,0.03838730914740385,51.0
Bacteria,31.909379062801808,-56.74616830664216,1879.396672718631,11.091730498892927,51.166666666666664
Bacteria,84.21832204976862,-91.20041078114053,4126.609931988235,11.822323809196755,51.333333333333336
Rat,97.74956977946304,-34.22368282193402,107.20792334030878,0.015180240088113695,51.166666666666664
Bacteria,51.07198080863591,-45.57883672631876,4757.524515863318,6.079615460708331,18.5
Rat,80.55873697058306,-96.08748394478933,4208.960041954317,10.298243413498994,51.166666666666664
Bacteria,78.72934058340799,-87.37963007686646,4900.756076744063,1.49143444715474,51.5
Rat,48.351786567906146,-63.026082323185975,2661.545921799346,5.946498089784967,34.666666666666664
Fish,63.01562397961614,-61.668240191183365,867.8426601395977,9.302837300133064,51.333333333333336
Bacteria,53.711558501804845,-97.36487038385417,7502.322604359087,6.855120601483091,67.5
Rat,47.31867402966431,-70.3517365100864,1373.728561516679,9.011433698524636,51.0
Bacteria,71.63120755112442,-13.907288230796823,303.1330692156441,6.867088577765227,67.66666666666667
Fish,44.55054422384876,-58.87141730570737,111.37569197381889,4.8176535214334395,34.666666666666664
Human,36.10994921848182,-16.815756161429462,1876.163476511401,4.973152077750845,67.5
Fish,89.21956783958011,-84.84134086063352,6061.039388446899,0.4700647112607719,51.0
Fish,97.62021155388621,-53.49210250091738,1884.4822313346451,0.9195791983817653,51.333333333333336
Fish,89.71951232023773,-70.44434659308087,3517.261999269802,2.839188022698306,67.5
Bacteria,68.32160672226786,-56.206317632798054,3773.86618851332,0.8188666889791487,67.5
Human,84.0118562283977,-17.405057708708654,6605.31100560707,6.905107716212594,67.5
Fish,81.23754801910255,-12.764984910413745,2887.6051204786863,12.248920519787719,51.333333333333336
Fish,50.91947724202612,-33.92199097870838,7855.316764809306,10.976421046849808,84.0
Rat,85.13206094714552,-24.48929075129871,2812.533505002924,12.765357230978893,67.66666666666667
Human,82.63795726502346,-21.154566971389514,5511.461067736163,12.258331575063284,18.5
Human,76.61216138607011,-54.69264677742677,2553.3618907529967,12.462579058590212,51.333333333333336
Fish,58.49445660713045,-93.48607966813276,5343.256915784472,2.3367083096779315,51.166666666666664
Bacteria,32.79983123958678,-55.15417939099813,386.1642434464932,4.263713157545332,51.166666666666664
Fish,49.182971174507855,-55.19315348554612,5445.638236938246,7.596542459726655,51.166666666666664
Bacteria,96.27284938221504,-29.77405226088416,4940.530620603655,4.865659754610613,34.666666666666664
Bacteria,96.71030198614332,-23.545434699497747,789.2412490487693,3.020012771912199,67.66666666666667
Human,39.993299175414506,0.960020772092804,79.88409038465599,11.812626996498825,18.5
Fish,36.813137849126335,5.320763756435923,5648.188803572008,7.68524287207663,34.833333333333336
Fish,60.49690772205642,-66.39931299424558,4212.826545125527,11.376959353587756,51.0
Rat,44.38021426553543,-94.40716024852009,7565.034557693953,4.152051025700234,34.666666666666664
Rat,78.65211443001448,3.0676664059931227,6806.750687415682,3.625369538461118,34.666666666666664
Human,57.13673928457094,7.587914541598792,4480.281943442916,11.03986338963015,51.166666666666664
Bacteria,88.7192641145556,-91.77065843680138,6823.189792749793,5.650435697924286,34.666666666666664
Human,80.51639877991967,-0.9978801907475656,6293.272283365556,10.165866518256239,67.5
Bacteria,20.19478673111135,-18.91753409104436,6641.058952724972,4.789455361095068,34.833333333333336
Rat,51.79164771983465,-30.463403490736482,4369.856994872394,7.747756516211175,18.333333333333332
Fish,69.9571483952736,-28.442144364115236,6807.4884258247075,6.302183155670518,67.33333333333333
Human,27.9718609188689,-36.869066364773005,3561.17330927922,6.478667209671208,34.666666666666664
Human,78.89759312601831,-65.95723831311975,7093.29290172147,6.9050697628608,34.666666666666664
Bacteria,27.352629410460818,-38.94901096089848,4699.151971455888,7.373901962429524,51.0
Bacteria,82.32218038028896,-62.27398246710536,5572.264329178979,2.4951641565899094,34.833333333333336
Bacteria,40.66104040048582,-43.53074324356169,717.4498994730119,0.707190462933497,34.833333333333336
Bacteria,82.0869182144719,-1.8307808758613504,2079.1073149537833,7.24196564817506,67.33333333333333
Fish,28.71983075573721,-41.4505697221343,4271.8632956954725,2.943230567623768,67.33333333333333
Rat,96.26410716657593,-2.590802806461454,6272.933610641626,3.764409672058824,51.333333333333336
Fish,90.62099459277532,-75.16092229837633,5935.877728960524,1.6365273208784055,67.5
Rat,69.08990666771932,-4.521762332239419,6168.680517360075,9.094838392225627,34.666666666666664
Fish,18.69087049895437,-36.12853451917202,5622.488118382666,3.447031995377558,34.833333333333336
Human,74.76986065773917,-47.12068644870625,6543.804917959515,8.794863259697626,67.5
Bacteria,27.573780172265444,-34.87748552613196,427.5488984513015,0.45039176205585374,18.5
Rat,33.88891100998011,-78.43917544526565,708.1446381554886,7.63214073008692,51.166666666666664
Rat,54.60433144327376,-3.8838436312891247,6380.836470474793,10.111733332098549,67.66666666666667
Fish,54.60859302417895,-76.58171006432326,5045.823123699935,9.913415091759134,51.0
Bacteria,76.83335303649608,-15.566991825244585,5384.239333401738,9.787590258355769,51.166666666666664
Rat,83.50800649489157,4.439096835088705,5615.98988168661,9.58697723194492,67.5
Rat,24.582394822865204,-49.221729069886905,2112.8034201277756,3.333519555213851,51.0
Bacteria,89.4308078515325,-48.422569048619465,7705.287128568828,8.552784989158694,51.166666666666664
Human,98.98572634689691,-68.32340452402758,6824.563973181107,5.001610655108482,67.66666666666667
Bacteria,98.36757099161336,-82.17776194535773,2854.508281641983,1.9524273593992536,51.166666666666664
Human,86.57006039295815,2.3745665346535816,3335.122439497852,11.502371187712722,34.833333333333336
Rat,19.27516344636944,-40.01171573470872,2335.722371193192,8.472760951748795,84.16666666666667
Rat,75.12179349684598,-34.786349741643974,3890.259231165908,7.446519573700186,18.5
Fish,89.74937053456185,-44.94045275371496,5493.850078193298,3.6558147538983614,51.166666666666664
Bacteria,52.975082220823694,-97.58945400763815,4599.419261382473,12.652689972499232,51.0
Rat,82.26238417720504,-44.16225115283465,7484.407188016767,6.719488213614971,51.333333333333336
Bacteria,46.541614400963226,-23.369380114506242,7049.3044506368105,8.629355730621603,34.833333333333336
Bacteria,91.25784100362526,-38.62761118819171,6324.3874486379045,8.94096548025613,51.333333333333336
Human,36.931919390182784,-37.05876492905939,3912.6156501068476,12.250557706926191,68.0
Human,30.243020423466014,4.303345914388387,4749.120118817706,11.667179365527684,51.166666666666664
Fish,72.25977705529851,-89.73337014512377,1998.6437741600703,8.243341910049498,51.166666666666664
Human,84.0386505381733,-30.490311398403904,7939.315119493341,6.038922190655597,67.5
Rat,61.263402819241385,-78.8403629447827,5581.417122844563,12.846690365289762,67.83333333333333
Bacteria,62.04893565150283,-22.44647495010659,5716.464971874867,1.947621038451788,51.166666666666664
Rat,23.28743908117439,-19.724618344746986,6350.174880348821,6.408384596869574,51.333333333333336
Rat,86.57008214383823,-76.89453841610485,7218.191094534062,5.134190903320908,34.833333333333336
Rat,95.11679504299988,-34.056604447192555,3513.0458040315943,7.4727740240230975,51.333333333333336
Bacteria,34.08321989569261,-81.13773048553503,7222.806078237693,5.322786585455857,67.33333333333333
Rat,61.42801327788938,-19.019474067138546,3065.469982658981,4.225289020577599,51.166666666666664
Human,63.38715686801066,1.7701140141040526,2970.732235742541,7.958519233027437,18.333333333333332
Human,43.72632383964444,-46.870798997160136,4446.662105450374,7.998994542014544,51.166666666666664
Bacteria,18.890878802433075,-27.34742549855399,3200.889925129667,2.5953894476124484,83.83333333333333
Fish,55.00530368213053,-19.318973076066513,2503.608844457431,2.3001377139605945,34.833333333333336
Bacteria,33.68574747870548,-35.08450045882145,5036.9849950732505,0.7658416856388681,34.666666666666664
Bacteria,48.60976243314498,-33.5620382433831,3394.219698125777,11.290016445655036,67.5
Rat,37.51311048421615,-40.860544185055254,6626.986737940741,2.2621544783109693,51.166666666666664
Bacteria,92.85567000866034,-74.79209361165942,1685.1706116962348,2.3362984747808344,51.333333333333336
Bacteria,29.454973751509115,3.7967046528414414,115.51554104810474,12.145553990544592,83.83333333333333
Human,54.81531583863231,-26.50613043495352,4737.775768490908,1.2398219742386603,67.33333333333333
Bacteria,66.62185104437565,10.792918608391716,319.7203084131137,12.751063496266616,35.0
Bacteria,75.94280230938918,3.6838177096314837,2825.018864213888,4.781437418623414,34.833333333333336
Rat,86.18730587659941,-42.99024434373337,856.6378474043125,2.2021278453781927,34.833333333333336
Human,51.80612808727099,-85.94729273581332,57.91736869700208,8.79089736874553,51.0
Bacteria,95.41285448830502,-73.25644109363331,4295.844167181077,10.984740499704126,34.666666666666664
Bacteria,66.91785372304815,-20.95999286100131,661.0930738056578,4.613044780871406,34.666666666666664
Fish,47.811319197281684,-94.07304527697055,3789.516721221071,5.4030939766593695,67.83333333333333
Rat,37.627956211152224,-15.794819543957857,5843.6925109936965,6.3728685285012165,34.833333333333336
Rat,58.446786422251456,-30.560940809583272,1481.3394934932621,7.578385386227626,67.5
Rat,73.24322473481541,-3.539176041324481,3460.8434551212963,4.815162245569423,67.5
Rat,68.61723004310956,-19.23986492322146,1008.6461619538601,12.050948665924944,51.166666666666664
Fish,42.871016163758235,-89.36004356477311,1373.6396280553747,4.615233105079248,67.83333333333333
Rat,47.95580908547756,-57.36215073119735,1361.4522738023522,11.83693556464929,34.666666666666664
Fish,18.35903896900604,-60.189881249888984,7726.419721414719,12.498660392691656,51.333333333333336
Fish,84.31962368678815,-25.786240651310706,1952.3076685849426,5.885848443323779,51.333333333333336
Fish,73.71655018958324,8.618818148175976,1276.7924005214497,8.49346921824919,34.833333333333336
Rat,49.55524560804624,-47.47975228883947,7265.488658736042,4.498527476063274,51.333333333333336
Fish,86.2338374369838,-93.88148967886951,3735.8462470674676,8.114166196587425,18.333333333333332
Human,78.43966846963409,-45.89250032352925,4056.599099020702,1.070444518322704,34.666666666666664
Human,27.001207838126433,-23.16520845243545,2220.084275712387,3.880770068241946,51.333333333333336
Human,76.67039488524739,-11.316651633403694,6091.096374118441,8.043443690844974,18.333333333333332
Human,61.14283460990992,-60.35006146222398,4924.437294335923,9.241285802166473,51.0
Rat,34.41454824309045,-35.47198483233584,7602.855050455925,11.450740220977867,67.5
Human,34.857641895737146,7.803805892992102,5217.537824292192,0.6067891610280068,67.5
Bacteria,65.7188882280947,-33.828633834862885,5348.380166101185,3.0148112843213983,67.83333333333333
Bacteria,80.10025451411548,-75.14200373164248,1598.3529366717516,7.836834251351046,51.333333333333336
Fish,82.67217393848497,-27.937881648810645,5234.394653772991,12.117369988946754,67.66666666666667
Bacteria,76.5009456947225,-25.58867675353717,3534.275747746318,3.6811974788355366,51.166666666666664
Rat,89.94531327956233,-86.03472376190734,6476.173527008498,7.504293804586368,51.166666666666664
Bacteria,75.42054556294296,-87.97985688574056,3152.805801940781,8.215276685867218,51.166666666666664
Rat,77.79501028118267,-48.05712691882405,4789.505173367425,5.143452412303466,51.0
Human,89.97365119984204,-81.48108347639806,2710.865939491382,2.261958095961445,51.5
Fish,98.31892277048355,-49.77604229824657,796.6802035480788,10.948760361269827,51.0
Human,21.601446989675207,12.238088561224743,1446.7378070249345,8.208167323084966,51.166666666666664
Bacteria,53.64362547578366,-53.134410581272334,5538.593359745922,1.5030116808714036,51.333333333333336
Human,79.23116436651303,-37.00679976030614,5405.263615800245,11.974739628505667,51.166666666666664
Bacteria,64.79542860355755,-47.44996989087633,2720.682203082749,0.9681211225328932,51.333333333333336
Fish,40.1055651885971,-2.565773130460528,7154.382738217138,2.981533132242961,51.166666666666664
Rat,89.95883976736633,-38.86130787711179,3436.60520890469,9.899297575230552,51.0
Human,55.221002769213754,-37.20312960438058,5604.249950883939,3.6382882460726913,35.0
Fish,45.25379330367749,-98.7415162762775,2087.968356684235,11.028980360083493,51.166666666666664
Bacteria,34.053731754460316,-41.49942250142059,4204.398926292831,10.06403927877137,51.0
Human,79.60121722279118,-18.31364871514164,4845.4418903218675,0.8559173747648968,68.0
Rat,34.550178605116855,-53.10303066507544,2358.0395248563937,8.09549542896077,51.333333333333336
Human,70.92963059950296,-24.65642588600315,4513.018838368938,10.199901729063164,34.833333333333336
Human,28.04460583025431,9.824526328532528,235.7131031700635,6.105129550064554,67.5
Fish,19.932452618121467,-65.7218878203036,7524.694780419489,11.083867490005678,34.833333333333336
Human,17.92736126598042,-17.277120176181185,4974.877764014457,0.08702121399567297,51.333333333333336
Human,59.42792126639976,9.19017060762252,1006.4058465851501,6.100829220785681,51.166666666666664
Bacteria,42.19556956666473,-94.66305833844544,646.3183483102057,1.1674666274640804,67.5
Bacteria,73.74451533152026,-94.42307029847625,4843.0987660871315,0.7641144471236119,67.83333333333333
Fish,71.13256424558901,10.348238524830407,1518.714067907513,7.5663407964745035,51.0
Human,58.1418978784705,-16.230670835101307,1468.2554742793466,9.614944849305948,51.166666666666664
Bacteria,18.50813336031534,-68.0772225672429,5123.874492953901,7.297760757406904,67.5
Rat,85.44781596059384,11.926020230640376,4416.543033085687,7.406375513418498,51.333333333333336
Bacteria,46.4716996035888,-96.0538360928201,3061.3709963365536,8.8522242190711,34.666666666666664
Bacteria,90.64223586623208,-67.24786780456975,2342.9627090856397,12.951402253414367,18.333333333333332
Fish,32.11916904010046,-37.6971387627584,4010.6507827669566,11.658091615035504,51.166666666666664
Bacteria,43.81012905238488,12.350459250139593,5667.174281936902,11.391141577397924,34.666666666666664
Bacteria,28.81498374251621,4.168504733657571,1489.1190524288183,0.5685167330103011,2.0
Bacteria,33.42021529113926,-56.34782127346718,573.9490723522943,3.129396695692615,51.166666666666664
Human,90.87769119522906,-11.2967815684041,1630.9789042866091,8.520737181855031,34.833333333333336
Fish,46.583185491095634,-69.13300353941332,1549.6452944215969,3.8611318786854723,34.666666666666664
Bacteria,72.60136398574468,-60.93785713576632,2612.690021790858,5.2665168012072145,34.666666666666664
Fish,25.346868845873335,-94.49772826564096,6251.742146197982,6.493341803185205,35.0
Rat,65.99590735840044,-92.12112557531154,4902.63127872859,0.4224344118010199,35.0
Bacteria,74.17992375763234,-26.600135232669516,291.94389575427397,0.3345954495115542,51.166666666666664
Rat,52.927530415950365,-74.35518843549136,3133.1950674789896,11.404094327791295,67.66666666666667
Rat,84.86220711022831,7.714898769943943,257.2353319711742,9.441494588719463,51.0
Fish,23.537994103878315,-9.529692126853377,741.63575052035,8.488307395737412,51.0
Fish,85.7841881260358,-3.05215084623174,3271.4037243837734,9.437584484575384,51.166666666666664
Human,40.36785675364991,9.813421306136192,3577.0127828858695,8.605537247633464,34.666666666666664
Bacteria,59.502611875836244,-70.12574409975686,6313.006161977956,5.554444741989638,18.333333333333332
Bacteria,60.137669862454025,-63.91686203005279,2178.0220077392446,12.38979442366266,84.16666666666667
Rat,54.01299131064238,-97.23263209280212,48.89995118442184,1.6927319103509857,67.66666666666667
Bacteria,19.98400717558789,-23.651875609923792,6849.519600065454,0.13550608545339193,51.166666666666664
Bacteria,97.34310507611639,10.709673447018261,6523.989023917164,0.4642661367825892,34.833333333333336
Bacteria,56.74669836183374,1.8475254880310672,1556.6011680305699,0.6457491764613116,34.833333333333336
Fish,59.467066509410486,-35.19437177285951,3704.6423096159465,7.825770917434253,51.5
Bacteria,40.21712625133043,-40.71132849085383,4227.893495086644,11.18085513664703,35.0
Rat,84.28620907125236,-23.500935647589912,637.7414230804368,2.914008302597194,18.333333333333332
Human,87.76674286660902,-52.53033796177387,6033.3360515043205,6.190569885935294,67.5
Bacteria,96.8232154457043,-69.85285433994801,5248.573663894907,0.42146045148497435,51.0
Fish,39.7389492584023,-63.34162517854806,7225.309585620903,7.9217771117402584,51.333333333333336
Human,90.54934823083522,9.256956686741205,7174.558971381101,1.3884070130279405,67.5
Bacteria,66.6480524696818,-57.24702402471793,1711.5937274910007,1.5418238898567709,67.66666666666667
Fish,21.349501379315683,5.941511290481159,530.7504724356658,5.08533426312652,67.66666666666667
Rat,64.5644180923089,-45.28474710165388,2658.4960769108,6.827174488622763,34.833333333333336
Fish,83.17147157846354,-76.78440015890516,4278.682932354109,2.966592010884507,35.0
Human,87.43694929608824,-88.28707977084494,7772.674092484423,10.886190003307364,34.833333333333336
Human,31.082158226054776,-93.89661381254453,861.2366434645023,5.4552169013034195,34.666666666666664
Bacteria,22.9991880997419,-34.93217287567289,2871.30357280995,6.180024912340146,51.333333333333336
Human,32.505899463334615,-58.85860333432663,6978.512468321859,0.5069843013554529,83.83333333333333
Rat,33.18565114628362,-17.741053554154277,265.40924046288336,8.459824953807455,51.166666666666664
Fish,92.19612222321412,-24.571511082293966,7710.599538295707,9.470035888732982,67.5
Human,39.753460894910745,-94.24952343475793,7901.988122036735,10.291538986306497,51.333333333333336
Rat,35.64228606628853,-71.2358300694323,539.3220988801723,8.032646905060318,51.166666666666664
Fish,22.247328568078547,-63.751218602702615,3280.008964820442,12.388429055771194,34.833333333333336
Human,64.44642511482726,-53.62026346609709,6209.256659941879,2.3652550437902264,67.5
Rat,53.27929679420539,-37.809175964880325,5808.247699601765,10.582600720933035,34.833333333333336
Fish,18.629647288962346,-50.38934571441792,7934.324263965407,3.493322199067885,51.0
Fish,83.340136217474,-80.03295593448539,2132.279069809083,5.160891474171772,34.666666666666664
Bacteria,46.463501529311436,-32.15130367950027,4498.356068520719,5.996762676263731,67.5
Rat,76.27828231531772,12.428561311781223,6663.225517833845,7.8486351211078516,67.33333333333333
Human,57.574212498102895,6.126304382251348,4199.969234880251,11.319946723989617,35.0
Fish,36.757592778079754,-85.85906637147727,6928.576055614746,5.0540028726439035,34.833333333333336
Fish,63.60173334874768,12.865223482983481,5817.221456481436,5.629114193740812,18.5
Rat,17.541045972407346,-11.267923422447055,5042.8277969040855,11.080647902208291,34.666666666666664
Bacteria,91.29199590360385,-13.307139256380268,7005.398306108592,3.05894659502239,18.5
Fish,98.73144669060325,-82.66223829794266,7039.694995681524,8.270117831975218,34.833333333333336
Rat,23.686123324231517,4.554401542427485,3173.8217840757657,0.31537397964973657,35.0
Rat,65.26733915907964,-84.32301417366415,5338.793064399801,10.890465597439812,51.333333333333336
Fish,88.36663376305127,-71.2367478721356,857.1357588521491,12.721552399523839,51.333333333333336
Fish,58.5979394254831,2.196030997733658,5997.382942959185,5.324648638710766,51.166666666666664
Fish,74.23078941298061,-10.240199502057223,7019.492525827457,9.84559350799541,34.833333333333336
Human,82.00072085592922,-68.47133384879703,7395.379448985625,0.7638454663806674,34.833333333333336
Bacteria,41.65102767052365,-46.839858547375265,132.86094512189763,10.670848475746153,34.666666666666664
Human,40.735838823231916,-2.634228660406734,6969.570296584202,5.538275611813285,18.333333333333332
Human,31.976865864903953,-1.708836852225346,4256.825881968175,11.806640752604972,51.0
Human,97.12958923881385,6.709078596977605,5495.92181576856,5.447545762807637,51.0
Rat,46.5502522981659,12.549713555234916,3057.4415632861355,2.5182999222329205,67.66666666666667
Fish,32.23853199976725,-83.65186646857,186.60282640912678,4.847825347838457,67.66666666666667
Rat,21.598147077779906,-64.23577653034764,7276.284608153028,5.964456776387868,18.333333333333332
Fish,48.88437199352685,-32.32013360948298,6803.57915060551,6.016905284632279,18.5
Fish,95.14029708660196,-37.0688172910955,7524.271563960601,12.422615774322715,34.833333333333336
Rat,17.90169285255753,-16.969648317618862,3049.440944672275,7.18183436049505,67.5
Rat,61.125707845022504,-54.66361002197752,2437.5246181799366,7.153250472070388,51.166666666666664
Human,42.82561064882106,-53.815582446994426,1917.6970273430657,9.47649533709606,51.166666666666664
Human,23.22067760383058,-40.28891516917151,166.2480329010459,2.5498606340067034,34.833333333333336
Rat,59.77252309556288,-43.605731322211035,3529.6185885316445,3.628800376968445,51.333333333333336
Bacteria,32.79598453577673,-89.77628866291799,5167.253662841383,10.775456639797312,18.333333333333332
Rat,46.526756857112574,-61.5980713412833,1373.8811601653197,1.4624609113603078,67.5
